Genre, x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26
Hip-Hop,0.572517991065979,0.2032189667224884,3364.729104835282,3648.269922149579,7452.459630831866,0,-110.6299057006836,138.1554718017578,-24.904550552368164,53.44831848144531,-21.896522521972656,44.75117492675781,-15.285197257995605,19.635574340820312,-0.8741059899330139,9.742141723632812,-1.9602879285812378,4.065546989440918,9.014700889587402,-1.2703676223754883,8.798057556152344,-1.2722415924072266,9.808601379394531,-2.572319984436035,9.330493927001953,-1.8893167972564697
Hip-Hop,0.49431300163269043,0.2540650963783264,3851.596444013327,3630.957777613546,7944.5654812060375,2,-81.65336608886719,106.8666000366211,-42.45528793334961,46.99895477294922,-24.10797882080078,33.07314682006836,-9.73088264465332,19.885587692260742,-4.068577766418457,7.502555847167969,-0.474035382270813,2.7141597270965576,1.0592916011810303,-4.186318397521973,6.588259220123291,-6.855648994445801,6.73714542388916,-5.1562676429748535,7.482860565185547,-2.8620824813842773
Hip-Hop,0.5785351395606995,0.29168620705604553,2733.5368277237812,3109.662394361294,5706.012616668296,0,-128.90989685058594,130.19277954101562,-22.863651275634766,43.51787185668945,-4.2414021492004395,24.17082977294922,-4.8556976318359375,15.11104679107666,-2.8149795532226562,1.7834787368774414,3.413691520690918,3.910881519317627,3.3385796546936035,-2.2831871509552,2.375997304916382,-3.5151658058166504,3.3857364654541016,-4.019256591796875,5.858240604400635,0.718778133392334
Hip-Hop,0.5007452964782715,0.2717468738555908,2801.298024127294,3143.9569572030846,5953.404745658705,0,-131.5513153076172,133.38232421875,-20.368350982666016,35.007442474365234,-24.274642944335938,25.995323181152344,-5.433022975921631,9.285704612731934,2.703172445297241,5.467960834503174,2.5899524688720703,1.7667886018753052,8.206084251403809,-2.3309905529022217,5.832823276519775,1.0115946531295776,6.916785717010498,1.0323237180709839,8.277193069458008,1.1570136547088623
Hip-Hop,0.43403705954551697,0.29231205582618713,3670.850684179205,3776.78940771453,8052.96357524912,18,-67.50313568115234,123.08738708496094,-29.420732498168945,53.13591766357422,-26.018678665161133,33.58865737915039,-21.242107391357422,22.70030403137207,-10.845494270324707,7.276226997375488,8.627657890319824,5.6773529052734375,9.514949798583984,1.9708658456802368,2.4436819553375244,-9.656902313232422,2.630976438522339,-11.234898567199707,3.392766237258911,-9.526238441467285
Hip-Hop,0.47461172938346863,0.1554536670446396,4650.328231310933,4244.513848342979,9737.987365722656,15,-154.562744140625,93.94328308105469,-3.825134754180908,67.5748291015625,-17.829418182373047,44.272151947021484,-30.61347007751465,13.362573623657227,-16.067462921142578,7.9987993240356445,0.023221302777528763,4.8242292404174805,3.630028247833252,-3.709016799926758,12.090995788574219,-2.332944393157959,5.336125373840332,-3.701826572418213,6.76523494720459,-5.611258029937744
Hip-Hop,0.43533867597579956,0.28840819001197815,3008.3929146017617,3086.1634222909192,6287.619521014617,5,-126.333740234375,117.37798309326172,-48.91254425048828,37.72422790527344,-29.38790512084961,19.713146209716797,-13.821503639221191,-0.7239654660224915,-0.06614673882722855,-3.4745073318481445,-1.594434142112732,2.9556643962860107,-0.8395620584487915,-2.600409984588623,5.757274150848389,-6.48527193069458,3.94417405128479,-3.2400834560394287,-0.2305639386177063,-3.299346685409546
Hip-Hop,0.4231215715408325,0.3195131719112396,2369.3107973072188,2945.0339460737155,5044.369679892207,1,-74.90523529052734,174.60888671875,-28.413650512695312,31.503732681274414,-19.64027214050293,28.53891944885254,-15.400232315063477,8.458974838256836,-9.797122955322266,0.4590386152267456,-1.3295540809631348,1.1719309091567993,3.179062604904175,1.7146108150482178,7.022747039794922,-4.252683162689209,0.6736555099487305,-2.8483450412750244,4.59912109375,-7.175201416015625
Hip-Hop,0.610885739326477,0.23922567069530487,1367.9784678183464,2258.8454050351747,2791.0856005171654,0,-181.39414978027344,167.00747680664062,-3.413069486618042,42.773338317871094,-0.014116601087152958,14.494183540344238,4.541264533996582,1.2898308038711548,9.450782775878906,4.051334857940674,1.918146014213562,3.2424089908599854,7.281256198883057,5.124001502990723,7.528716087341309,-0.39641451835632324,6.01447057723999,5.696759223937988,4.5294036865234375,6.339582443237305
Hip-Hop,0.5497366786003113,0.2487061768770218,2956.9036063128024,3177.583260398686,6206.9521167383655,0,-120.64833068847656,125.43118286132812,-37.11998748779297,56.913578033447266,-12.446544647216797,22.127004623413086,-3.69382643699646,11.180902481079102,-7.425446510314941,12.001757621765137,6.843416213989258,-2.22680401802063,1.506964087486267,-2.188215970993042,4.092695713043213,-1.9057265520095825,8.582292556762695,-3.4377894401550293,7.092460632324219,0.13687071204185486
Hip-Hop,0.6479986906051636,0.3721391558647156,2788.586987376564,3285.668313998304,5838.512863738023,0,-103.76581573486328,134.73333740234375,-16.38630485534668,54.558509826660156,1.2988719940185547,49.830467224121094,-16.21842384338379,20.514516830444336,9.91425609588623,-2.036921262741089,1.205981969833374,11.883201599121094,0.2227899730205536,-0.2660702168941498,10.910541534423828,0.9366980791091919,6.588743686676025,-5.096943378448486,10.943010330200195,-0.7044748067855835
Hip-Hop,0.5464206337928772,0.25533926486968994,3339.793975632285,3298.769930170038,6758.093562243552,2,-130.2427978515625,114.8685302734375,-14.099564552307129,66.00837707519531,-12.691861152648926,27.92595672607422,-7.517638206481934,16.97130584716797,4.867997169494629,0.34478914737701416,-0.480291485786438,-4.231826305389404,8.151226043701172,-0.3313522934913635,1.6690514087677002,-3.473478317260742,5.350176811218262,-2.428560495376587,0.22894176840782166,-0.027940882369875908
Hip-Hop,0.45139989256858826,0.2880280315876007,3047.8822711142893,3351.6547242222823,7078.272686474209,0,-64.27981567382812,137.52291870117188,-34.93525695800781,67.8027572631836,-24.289287567138672,37.89778137207031,-7.7330002784729,6.871796607971191,-1.8154869079589844,-1.3141531944274902,-1.1549558639526367,3.120405435562134,3.1387441158294678,0.12010221928358078,6.565032958984375,-5.526364326477051,8.515731811523438,-2.2171413898468018,2.433187484741211,-5.354114532470703
Hip-Hop,0.620629072189331,0.39811253547668457,2629.349498729623,3177.3456087549803,5677.090840944102,0,-147.10995483398438,116.97315216064453,4.538146018981934,60.514591217041016,-16.882524490356445,32.603675842285156,3.1500017642974854,15.295273780822754,8.518988609313965,7.897003173828125,8.864912986755371,2.1192941665649414,9.02294635772705,1.4585381746292114,5.175354480743408,0.7890856862068176,3.490417718887329,-1.1973423957824707,3.465327739715576,-0.4605686664581299
Hip-Hop,0.46881476044654846,0.24151775240898132,2092.4694473032882,2715.696169158359,4580.294903557297,13,-139.37295532226562,159.44212341308594,-11.215890884399414,55.272438049316406,-18.225582122802734,29.574604034423828,3.697477340698242,1.605110764503479,2.7296600341796875,0.8967924118041992,5.245129108428955,0.7087821364402771,3.063849449157715,-4.490662097930908,6.453296661376953,2.620293617248535,-2.895521879196167,-3.325906276702881,6.7009663581848145,1.4301764965057373
